ID_COMMENT,ID_BOOK,ID_USER,RATE,DATE_POST,REVIEW_CONTENT
997,18514396,9514474,4,Oct 17 2019,"Thiên thần nhỏ của tôi: Xã hội bất công thì thiên thần cũng trở nên lạc lõng :shamrock_selector:Một câu chuyện nhẹ nhàng, hài hước, đi sau nó là một nỗi buồn mang mác, đau đáu và một chút chính trị . Nơi mà khu vườn nhỏ giống như một thiên đường nhỏ bé . Ở đó , tuổi thơ của Kha và Hồng Hoa đã tình cờ gặp nhau và sự hồn nhiên , tấm lòng trong sáng cùng mối đồng cảm thiên nhiên càng thêm quyến luyến. :shamrock_selector:Dù cố khách quan nhưng đâu đó vẫn thấy ngòi bút buồn buồn của bác Ánh khi nhắc về việc Nhà nước đánh tư sản nhầm ; rồi việc lãnh đạo các cơ quan được ưu tiên đổi nhà lớn, sử dụng xe, tài xế và bảo vệ của cơ quan vào việc nhà của mình. :shamrock_selector:Rồi tai nạn bất ngờ kéo đến , HH bị chó cắn rất nặng trong khu vườn nhỏ đó . Giờ Kha mới biết đây trước là khu vườn của chính HH , nơi bị chiếm đoạt mà vẫn âm thầm quay về mà không nhắc đến một lời . Nỗi khát khao nhỏ nhoi chỉ là đặt đôi chân trần trên cỏ , âu yếm vuốt ve một thân cây hay thẫn thờ nhặt bông hoa khẽ rụng:shamrock_selector:...Và em có bao giờ biết , đối với tôi , em luôn luôn hồn hậu và đáng yêu như một thiên thần , dẫu là một thiên thần vừa gãy cánh trong chính vườn địa đàng tuổi thơ của em Ngày hôm đó , lần đầu tiên tôi không nghĩ đến"
998,18514396,5952919,4,Mar 19 2018,"Truyện này của bác Ánh ngắn, nhưng làm nên một thế giới tuổi thơ nhỏ của những những cô bé cậu bé có tâm hồn lãng đãng cũng như tôi đây.Có thế thấy từ đầu truyện, mạch truyện trôi qua chậm chạp với nhiều tình tiết về tuổi thơ, những hình ảnh thiên nhiên mộc mạc, người đọc tha hồn thả hồn vào những con chữ và tưởng tượng nên những hình ảnh của một khu vườn thật dịu dàng, sống động. Trên nhịp điệu chậm rãi đó, từng con người, những sự kiện sẽ dần được tô nên, mở ra nhiều câu chuyện thú vị...Mình thì cứ tưởng truyện sẽ giống giống với mô típ của ""cô gái đến từ hôm qua"" khi đọc thấy cái tên truyện, nhưng quả thật bác Ánh luôn có tài biến hóa để mọi câu truyện tuổi thơ đều mang đầy màu sắc thú vị. Và mình cũng rất bất ngờ với cái kết ngắn, nhưng là một mảnh ghép hài hòa gỡ rối cho những bí ẩn trong truyện.P/s: Tác giả đọc câu truyện này trong một ngày sốt liệt giường, và thấy cuộc sống vẫn còn tuyệt vời chán :)"
999,18514396,8295340,4,Jun 15 2018,"Vâng, đọc xong day dứt lắm đây.Cái kết làm người ta cứ khôn nguôi mãi.Mình yêu cái cách Hồng Hoa yêu ngôi nhà và khu vườn cũ của em ấy. Thứ tình cảm trong sáng không uất hận giữa bao điều trái ngang lát đầy mạch truyện. Cái cách em ấy cứ lén vào khu vườn chỉ để ngồi bất động nhìn ngắm làm người ta thấy buồn làm sao. Câu chuyện chầm chậm nhẹ nhàng, nhưng ưu tư để lại quá là sâu sắc đi. Đoạn cuối bác Ánh lột tả sự dằn vặt tâm lý của nhân vật Kha làm mình thấy ám ảnh và xót xa cho hai bạn nhỏ quá."
1000,18514396,6560106,5,Jun 29 2017,"Thiên thần nhỏ của tôi (1989):Những lần dời nhà của Kha giống những lần... sửa nhà của mình.Dù cố khách quan nhưng đâu đó vẫn thấy ngòi bút buồn buồn của bác Ánh khi nhắc về việc Nhà nước đánh tư sản nhầm, tịch thu nhà cửa của ông ngoại Hồng Hoa, ba Hồng Hoa trình đơn mấy lần nhưng người ta vẫn không thể ""xem xét"" cho vì nhà đất đã được giao cho các ông lớn ở, ""dễ gì mà họ chịu trả lại""; rồi việc lãnh đạo các cơ quan được ưu tiên đổi nhà lớn, sử dụng xe, tài xế và bảo vệ của cơ quan vào việc nhà của mình,..."
1001,18514396,8328034,3,Apr 01 2019,"Cái cảm xúc dâng trào tác giả lại dành dụm cho những trang cuối cùng. Ai mà biết được cả một câu chuyện dễ đoán như vậy, lướt qua mà không gợn sóng nào, cuối cùng chỉ là một trò lừa, một pha bẻ lái không đỡ nổi. Thương Hồng Hoa, tưởng rằng mình hiểu nhỏ nhất, nhưng không, mọi uẩn khúc từ trước giờ nay dường như chỉ mình Kha gánh chịu. Chuyện người lớn-trẻ con, cuộc sống của nhiều thế hệ, nó phản ánh cung cách sống của thời đại, từ quá khứ, cho đến tương lai. Cái thời cải cách, tư hữu ruộng đất lại chính là mấy ông cán bộ mới."
1002,18514396,7343865,5,Oct 30 2018,"Rất hay!Mình cảm thấy khá vui vì lần này câu chuyện của bác Nguyễn Nhật Ánh đã có chút thay đổi. Câu chuyện khá mới lạ, mình từng đọc rất nhiều tác phẩm của bác nên thấy câu chuyện này đã có sự chuyển biến khác nên mình bị cuốn hút nhiều hơn. Từ ngữ giản dị và giọng văn nhẹ nhàng của bác thì vẫn đạm chất như vậy. Một tâc phẩm độc đáo!"
1003,18514396,8165412,5,Dec 28 2018,"Hồng Hoa.Thiên thần nhỏ của nhân vật chính. Câu chuyện đem sự hồn nhiên trong sáng của tuổi thơ đối chọi với thực tại khổ sở bất công của cuộc sống. Cả ngôi nhà to lớn em không màng đến, không một lần bước chân vào. Em chỉ cần nhìn ngắm, chơi đùa trong khu vườn cây lá sau nhà là đủ. Dù cho...cái giá em phải trả cho việc ấy là suýt mất đi tính mạng. Đắt hay rẻ?"
1004,18514396,6794666,2,Aug 09 2020,Không biết nên nói sao. Kiểu... Vấn đề xã hội thì có đấy nhưng mà lướt lướt qua thôi. Câu chuyện thì rất là bình thường. Mình không ấn tượng với cuốn này lắm. Hay vì nó ngắn quá nhỉ? Nó không gập ghềnh như mình nghĩ. Nó cứ êm êm đến tận cuối. Hơi thất vọng trút. Lại phải rate sách bác Ánh 2 sao hơi buồn :(((
1005,18514396,6803944,5,May 23 2017,"Cuốn sách mình thích nhất thích nhất thích nhất trong tất cả truyện dài của chú Ánh mà mình đã đọc. Trong sáng nhưng không trẻ con, buồn nhưng không quằn quại. Cuốn này khá ngắn, như một mảnh ghép nhỏ lấp lánh cho tâm hồn."
1006,18514396,11101383,4,Mar 05 2020,"Thiên thần nhỏ của tôi mang lại nhiều cảm xúc cho tôi từ vui vẻ,buồn và đến cuối là ngạc nhiên.Hai nhân vật chính là Hồng Hoa và Kha,tình bạn của họ thật chân thật và giản dị.Nhưng cái kết không may mắn lắm cho Hồng Hoa"
1007,18514396,7256900,4,May 01 2019,Thật sự xúc động với câu chuyện tình bạn giữa Hồng Hoa và Kha. Truyện còn phản ánh một sự thực nhức nhối của xã hội thời đó. :loudly_crying_face:
1008,18514396,4060878,3,Dec 11 2019,Đâu có gì để nói đâu nè :) bộ dài ngày xưa là best of the best rồi :)
1009,18514396,10991769,4,Jun 20 2020,"Nhẹ nhàng và ám ảnh. Một câu chuyện về sự thật trần trụi, phũ phàng, bất công của cuộc sống được ghi lại qua lời kể của một đứa trẻ."
1010,18514396,7038264,5,Mar 22 2019,An untold sad but beautiful works of NNA! This book will a great source for a romance childhood manga!thank you NNA. My heart is blue after finish it.... hawww T.T
1011,18514396,7848955,5,Mar 11 2018,Một trong những tác phẩm của chú Ánh mà mình ấn tượng và thích nhất.
1012,18514396,6656834,5,Jul 31 2017,touching
1013,18514396,4278654,3,Mar 02 2020,ròi cúi cùng sao? hông bít lun
1014,18514396,4620808,4,Oct 11 2019,"Đáng để có phần hai, hụt hẫn thật sự!"
1015,18514396,8116578,5,Apr 21 2018,"Thêm 1 câu chuyện buồn từ bác Ánh, tuy ngắn nhưng để lại trong cháu nhiều cảm xúc. Câu chuyện rất hay!"
1016,18514396,8638051,3,Aug 03 2020,"Tr25: Tiếng gió thoảng, tiếng lá xào xạc và tiếng chim hót lứu lo bên tai dường như khiến cho những trang sách sinh động hẳn lên và trong trạng thái êm dịu tuyệt vời đó, tôi tha hồ cho trí tưởng tượng bay xa"
1017,18514396,6386048,-1,Nov 02 2017,"Truyện bác Ánh luôn ngắn tun ngủn nên chỉ cần sau ca học lán lại thư viện đọc vèo phát là hết.Ngắn nhưng luôn có những yên bình chất chứa, luôn là những cô bạn, cậu bạn với những rung động đầu đời ngây ngô và đáng yêu. Ai bảo là Kha không rung động trc đôi má lúm duyên dáng ấy??? Trẻ con chơi với nhau thật thích, chẳng bị những vụ lợi kinh tế xen ngang.Cái kết như thể cặp đôi mới lớn đang yêu nhau ấy nhỉ.Đi đường về mình cũng có nghĩ, kb sau khi tỉnh dậy Và về cuộc sống bình thường, Kha sẽ đối diện với Hồng Hoa ntn? Liệu sẽ là giận dỗi vì Hồng Hoa nói dối, hay sẽ nghỉ chơi với nhau? Hay là một điều gì khác??? Tò mò ghê.Tóm tắt cho bản thân: Kha chuyển nhà đến một ngôi mới phù hợp với chức vụ của ba. Ngôi nhà mới này có một cái vườn Kha rất thích vì giống hồi bé cậu ở dưới quê với ông bà. Một hôm có cô bé chui qua hàng rào vào vườn chơi, hôm sau Kha đã bắt chuyện trc bằng chữ ""Ê"" ngắn cún. Và từ đó hai đứa chơi với nhau. Có một điều, ba Kha đã quyết định bỏ khu vườn xây nhà sản suất, 10 ngày cuối cùng Hồng Hoa và Kha luôn cố gắng hoà quyện với khu vườn nhất có thể, một hôm Hồng Hoa sang chơi bị chó becgie cắn - con chó được đứa về khi Kha đi học hoàn toàn kb gì. Đến bệnh viện mới biết chuyện từ ng anh Hồng Hoa, ngôi nhà Kha đang ở là nhà Hồng Hoa trc đây bị thu hồi vì nhầm lẫn, ông và gia đình bị bắt nhưng đk minh oan vẫn k thể lấy lại ngôi nhà. Mảnh vườn là nơi thực sự có nhiều kỉ niệm của Hồng Hoa.""Tao thích chơi với m còn vì nụ cười lúm đồng tiền của m nữa. Mày cười dễ thương ghê!"""
1018,18514396,4343707,-1,Feb 14 2016,"Cuốn này làm mình nhớ tới Khu vườn bí mật, nơi một lũ trẻ được thỏa sức chạy chơi vui vẻ và từ đó học cách sống cho thật đẹp. Đôi khi mình cũng thèm có được một khu vườn bí mật như thế, để trốn vô những lúc lòng buồn... :))"
1019,18514396,1870960,3,Feb 14 2014,"Một câu chuyện vừa buồn vừa dễ thương, vừa trẻ con vừa người lớn. Dù nhân vật trong chuyện lớn tuổi hơn nhưng mình cứ tưởng tượng ra hai đứa nhỏ ngồi trong vườn dưới bóng cây khế như thế này: <a target=""_blank"" rel=""noopener nofollow"" href=""http://www.youtube.com/watch?v=HR72jtW15aM""http://www.youtube.com/watch?v=HR72jt..."
1020,20934561,7831067,3,Feb 04 2019,"Thang điểm người lớn: 2/5Thang điểm trẻ con: 3/5Truyện này chỉ dành cho mấy đứa bé bé thôi tớ thì thấy chán. Út Quyên Và Tôi là tổng hợp nhiều truyện nhỏ, cơ mà mấy truyện này nghiêng về giáo dục mấy đứa nhỏ phải biết yêu thương, quý trọng gia đình và tình cảm bạn bè vậy đó. Chứ tớ già đầu rồi đọc không thích lắm vì nó chẳng có plot gì cả mà cứ trôi tuột đi ấy, kiểu hôm nay bạn ra khỏi nhà gặp một con chó thì ngoài đời diễn ra thế nào thì trong truyện bác Ánh viết đúng như thế: Hôm nay tôi ra khỏi nhà và gặp một con chó, hết truyện =))Ngôn ngữ dùng trong Út Quyên Và Tôi là ngôn ngữ kể chuyện đối thoại bình thường, không phải là từ ngữ dùng trong văn viết nên chẳng có hình ảnh hay nhân hoá biểu cảm gì đâu. Nói chung các mẹ mua cho con nít đọc thì được, chứ lớn đầu thì không có hợp."
1021,20934561,1418487,4,Dec 20 2015,"Cuốn này không hiểu sao mua về mình mới biết nó là tập truyện. Gồm nhiều mẩu chuyện ngắn, đơn giản, ít tình tiết, không màu mè, không lạ lẫm nhưng chân thật gần gũi, đúng cái kiểu đọc không cần nghĩ nhiều, khoan khoái dễ chịu."
1022,20934561,7713382,4,Sep 28 2018,"I just love how Nguyen Nhat Anh's story always have two types of characters. The emotional one and non-emotional one. The crybaby and the sarcastic one. It never gets old. It's a bunch of fun when they fight, somehow, the emotional one always win. They seem to have magic you know, you can't seem to hate them even though they are damn annoying. They would always make the non-emotional one realize how important emotions are. They are freaking talented if you ask me."
1023,20934561,7272511,3,Aug 03 2018,Những mẫu chuyện nhẹ nhàng mang tính nhân văn lại vô cùng dễ thương làm mình muốn quay về tuổi thơ quá ^^
1024,20934561,11051103,3,May 30 2020,"Những câu truyện ngắn về tuổi thơ được tác giả kể với phong cách ngây thơ, hài hước, qua mỗi câu truyện ngắn tác độc giả sẽ bắt gặp được một kí ức tuổi thơ đã qua, đó là những hành động, suy nghĩ đầy sự bật phát ở tuổi thơ, ta đồng cảm với những điều ấy và có đôi khi bật cười trước một hành động của nhân vật.Vẫn phong cách viết truyện gần gũi, Nguyễn Nhật Ánh thể hiện mình là một bậc thầy kể chuyện, đặc biệt là những câu chuyện về một thời thơ ấu mà ai cũng từng đã trãi qua, nếu cuộc sống người lớn đâu đó có những phiền muộn, lo âu và chán ngán với cuộc sống người lớn thì ""út quyên và tôi"" như một thế giới những niềm vui tuổi thơ làm cho người ta có thể trở về và cười những nụ cười hồn nhiên khi ấy.So với những tác phẩm khác thì lần này ""út quyên và tôi"" có phần kém ý nghĩa hơn, cũng dễ hiểu thôi vì đây là những câu chuyện ngắn được tập hợp nên chỉ là những tình huống, câu chuyện nhỏ, vì vậy những thứ tồn đọng lại cho đọc giả cũng lu mờ."
